month_id,country_id,country_name,yearmo,logit_escalation,logit_deescalation,rf,rf_logit,median,Y_true,run
407,40,Cape Verde,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,41,Cote d'Ivoire,201311,0.0393647001048321,0.0242778358956892,0.0,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,42,Ghana,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,43,Liberia,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,47,Burkina Faso,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,48,Guinea,201311,0.0342133056747357,0.0202338935692198,0.0,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,49,Guinea-Bissau,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,50,Mali,201311,0.2133780388512846,0.0276914662662169,-0.059735786726616,0.0,-0.4054651081081645,-0.4054651081081645,Period_2_CutOff_201311_Prediction_201401.csv
407,52,Senegal,201311,0.1239152162275624,0.0239979478803669,0.2256358687278889,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,53,Sierra Leone,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,54,The Gambia,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,55,Djibouti,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,56,Eritrea,201311,0.0431359931719305,0.0199814846668594,0.0048810106394714,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
407,57,Ethiopia,201311,0.1587598840041732,0.9073404017601654,-0.8500391599923383,-0.8500391599923383,-0.5108256237659909,-0.3566749439387326,Period_2_CutOff_201311_Prediction_201401.csv
407,67,Algeria,201311,0.7665678348608714,1.489175750087168e-05,1.0070990999508536,0.0,2.19722457733622,2.302585092994046,Period_2_CutOff_201311_Prediction_201401.csv
407,69,Cameroon,201311,0.0460217288610089,0.0201323510513824,0.0,0.0,0.0,0.0,Period_2_CutOff_201311_Prediction_201401.csv
