month_id,country_id,run,rf_logit
443,40,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,41,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,42,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,43,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,47,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,48,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,49,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,50,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,52,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,53,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,54,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,55,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,56,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,57,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,67,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,69,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,70,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,73,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,74,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,76,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,78,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,79,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,80,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,81,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,120,Period_2_CutOff_201611_Prediction_201701.csv,-0.0509224730727643
443,154,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,155,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,156,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,157,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,158,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,159,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,160,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,161,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,162,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,163,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,164,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,165,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,166,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,167,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,169,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,170,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,172,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,173,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,174,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,213,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,214,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,222,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,235,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,237,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,242,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,243,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,244,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,245,Period_2_CutOff_201611_Prediction_201701.csv,0.0
443,246,Period_2_CutOff_201611_Prediction_201701.csv,0.0
444,40,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,41,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,42,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,43,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,47,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,48,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,49,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,50,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,52,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,53,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,54,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,55,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,56,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,57,Period_2_CutOff_201612_Prediction_201702.csv,-0.7115186464150579
444,67,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,69,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,70,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,73,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,74,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,76,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,78,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,79,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,80,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,81,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,120,Period_2_CutOff_201612_Prediction_201702.csv,-0.010569140688618
444,154,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,155,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,156,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,157,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,158,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,159,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,160,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,161,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,162,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,163,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,164,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,165,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,166,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,167,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,169,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,170,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,172,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,173,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,174,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,213,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,214,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,222,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,235,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,237,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,242,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,243,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,244,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,245,Period_2_CutOff_201612_Prediction_201702.csv,0.0
444,246,Period_2_CutOff_201612_Prediction_201702.csv,0.0
445,40,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,41,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,42,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,43,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,47,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,48,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,49,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,50,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,52,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,53,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,54,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,55,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,56,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,57,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,67,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,69,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,70,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,73,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,74,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,76,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,78,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,79,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,80,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,81,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,120,Period_2_CutOff_201701_Prediction_201703.csv,-0.1202919446713261
445,154,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,155,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,156,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,157,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,158,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,159,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,160,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,161,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,162,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,163,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,164,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,165,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,166,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,167,Period_2_CutOff_201701_Prediction_201703.csv,0.0
445,169,Period_2_CutOff_201701_Prediction_201703.csv,0.0
