month_id,country_id,country_name,yearmo,logit_escalation,logit_deescalation,rf,rf_logit,median,Y_true,run
443,40,Cape Verde,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,41,Cote d'Ivoire,201611,0.0455214909247789,0.0225358150971712,0.0,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,42,Ghana,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,43,Liberia,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,47,Burkina Faso,201611,0.0680113822838128,0.0167538797138462,0.0932117345764531,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,48,Guinea,201611,0.0435649091718671,0.0196624954381081,0.0,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,49,Guinea-Bissau,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,50,Mali,201611,0.0340378218678369,0.1257587805616985,-0.1824526873529635,0.0,0.0,0.810930216216329,Period_2_CutOff_201611_Prediction_201701.csv
443,52,Senegal,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,53,Sierra Leone,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,54,The Gambia,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,55,Djibouti,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,56,Eritrea,201611,0.0560774501645148,0.0267834180190747,0.0,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,57,Ethiopia,201611,0.3534561578259032,0.0008046514422488,0.8082575200400334,0.0,1.3862943611198906,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,67,Algeria,201611,0.3815253451694857,0.0002678904504009,0.8487155277326365,0.0,1.3862943611198906,0.6931471805599453,Period_2_CutOff_201611_Prediction_201701.csv
443,69,Cameroon,201611,0.0287020180597482,0.1508105665568075,-0.3942417109153657,0.0,-0.6931471805599452,-0.6931471805599452,Period_2_CutOff_201611_Prediction_201701.csv
443,70,Central African Republic,201611,0.0499225009401552,0.0118440680385607,0.3761933050797082,0.0,0.0,0.6931471805599453,Period_2_CutOff_201611_Prediction_201701.csv
443,73,Tunisia,201611,0.0098476014680221,0.5052571982759039,-0.5931147458434193,0.0,-1.0986122886681098,-1.0986122886681098,Period_2_CutOff_201611_Prediction_201701.csv
443,74,Benin,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,76,Equatorial Guinea,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,78,Niger,201611,0.2377143888479138,0.0053608291843509,0.5130065591839872,0.0,0.6931471805599453,1.0986122886681098,Period_2_CutOff_201611_Prediction_201701.csv
443,79,Nigeria,201611,0.3010419586244152,0.6832382475793013,-0.0245754918442054,0.0,-0.2876820724517808,0.3715635564324833,Period_2_CutOff_201611_Prediction_201701.csv
443,80,Sao Tome and Principe,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,81,Togo,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,120,Somalia,201611,0.6379453531768309,0.9410778270952348,-0.0509224730727643,-0.0509224730727643,0.0769610411361285,0.0769610411361285,Period_2_CutOff_201611_Prediction_201701.csv
443,154,Botswana,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,155,Burundi,201611,0.1760875624775522,0.0107208905977388,0.293360592261077,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,156,Rwanda,201611,0.1361596107748023,0.0144945087317631,0.001260267601018,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,157,Zambia,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,158,Zimbabwe,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,159,Comoros,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,160,Lesotho,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,161,Malawi,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,162,Mozambique,201611,0.0920561042871538,0.0091470711048614,0.0277258872223978,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,163,South Africa,201611,0.045523090306841,0.02381399743904,0.0,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
443,164,Swaziland,201611,0.045523090306841,0.02381399743904,0.0045241302681459,0.0,0.0,0.0,Period_2_CutOff_201611_Prediction_201701.csv
